23.1119,70.026499
23.1119,70.0265
23.11204,70.02646
23.11205,70.02653
23.11303,70.02643
23.11343,70.02784
23.11654,70.02801
23.11594,70.03787
23.11726,70.04159
23.19633,70.22031
23.19686,70.2236
23.19666,70.22394
23.29353,70.34978
23.30766,70.51054
23.30961,70.51513
23.30987,70.51691
23.46829,70.91726
23.47449,70.9232
23.75857,71.16137
23.7457,71.1414
24.71325,71.76553
24.71481,71.77103
24.91709,71.73638
25.02159,71.83171
25.1221,72.04062
25.2124,72.02089
25.21685,72.02186
25.21749,72.03603
25.22288,72.0375
29.7895,74.52602
29.7896,74.52608
29.83572,74.58757
29.96491,74.71038
29.9652,74.71091
30.18964,74.95617
30.18986,74.95616
30.1992,74.94674
30.21085,74.94539
30.21107,74.94528
30.22314,74.93752
30.23256,74.93681
30.23305,74.9365
30.23586,74.93476
30.23699,74.9337
30.23738,74.93367
30.69093,74.79277
30.76575,74.87266
30.77199,74.87776
30.77287,74.87856
30.77459,74.88014
30.77634,74.88175
30.784,74.8887
30.78934,74.89271
30.78968,74.8931
31.10982,74.97659
31.11243,74.97938
31.11361,74.99841
31.10661,75.08565
31.16774,75.20509
31.20783,75.19536
31.3723,75.37855
31.37226,75.4018
31.33452,75.56558
31.33557,75.56938
31.33693,75.5792
31.34455,75.58514
31.34481,75.58531
31.35443,75.59057
32.22931,75.65807
32.27155,75.59072
32.27195,75.59031
32.57079,75.09907
32.57102,75.09848
32.72784,75.15022
32.8174,75.1519
32.91538,75.13048
32.93394,75.14442
32.93587,75.1472
32.93594,75.14917
32.93668,75.15111
32.93726,75.15128
32.98033,75.18591
33.02874,75.25742
33.03792,75.27803
33.13162,75.29565
33.13175,75.29602
33.14046,75.30299
33.15138,75.30584
33.31629,75.19353
33.57991,75.18171
33.5873,75.17338
33.5925,75.16613
33.59325,75.16524
33.59491,75.16361
33.59566,75.16285
33.59805,75.16044
33.60371,75.15472
33.71251,75.10671
33.95046,74.98523
33.98818,74.93136
33.98887,74.93049
34.03563,74.89781
34.04002,74.87801
34.04064,74.87686
34.07327,74.83414
34.0735,74.8355
34.07382,74.83551
34.0766,74.8297
34.07648,74.82917
34.07622,74.82803
34.07669,74.82969
34.08414,74.82367
34.08456,74.82428
